SerialNo,Tdate,Scope,ItemNo,ItemName,ValMax,ValBig,ValAvg,ValLow,ValMin,IndustryType1,IndustryType2,IndustryType3
20210118011796,2019/12,A,6007,已获利息倍数,2.7,1.6,0.9,-1.3,-5.2,地方住宿和餐饮业,16,null
20210118007500,2019/12,A,650,应收账款周转率（次）,15.4,10.1,5.6,3.3,1.6,铁路运输业,0301,G53
20210118003176,2019/12,L,662,总资产周转率（次）,1.3,0.8,0.6,0.4,0.2,通用设备制造业,011102,C34
20210118005774,2019/12,S,BC-CAR,资本积累率（％）,13.3,9.6,7.3,3.8,-2,水力发电业,01130102,D4412
20210118008711,2019/12,M,BC-CAR,资本积累率（％）,36.4,22.9,11.9,1.5,-9.4,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118007977,2019/12,A,697,总资产增长率（％）,17.5,12.2,4.3,-3,-16.4,港口业,030401,G553
20210118011591,2019/12,A,662,总资产周转率（次）,1.2,0.8,0.5,0.3,0.2,地方电力热力燃气工业,1211,null
20210118007862,2019/12,L,662,总资产周转率（次）,0.8,0.6,0.4,0.3,0.2,水上运输业,0304,G55
20210118008217,2019/12,M,YL,一、盈利能力状况,,,,,,仓储业,0306,
20210118004980,2019/12,A,BC-EVAR,经济增加值率（％）,7.4,4.3,2.5,-4.2,-10.4,电子工业,0112,C39
20210118000283,2019/12,A,ZW-CLR,或有负债比率（％）,0.7,1.4,5.4,12.5,20.1,煤炭工业,0101,B06
20210118008820,2019/12,A,650,应收账款周转率（次）,17.6,15.1,10.7,7.1,4.3,文化、体育用品及器材批发与零售,050103,F514
20210118003419,2019/12,A,JY,四、经营增长状况,,,,,,专用设备制造业,011103,
20210118002835,2019/12,M,BC-EVAR,经济增加值率（％）,20.6,15.5,7.1,0.4,-7.1,医药工业,0110,C27
20210118004939,2019/12,A,JY-CPAR,资本保值增值率（％）,109.7,107.3,105.2,95.6,89.4,钟表制造业,01110604,C4030
20210118002265,2019/12,A,6024,销售（营业）增长率（％）,15.1,10.7,5.1,-5.7,-13.9,食品加工业,010701,C13
20210118001879,2019/12,A,BC-EBITDAR,EBITDA率（％）,38,18,7.9,4.3,-8.1,化纤制造业,010504,C28
20210118003410,2019/12,A,658,流动资产周转率（次）,2.1,1.4,0.8,0.5,0.3,专用设备制造业,011103,C35
20210118006746,2019/12,S,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,其他工业,0116,null
20210118011020,2019/12,M,BC-EBITDAR,EBITDA率（％）,35.8,22.3,9.4,3.1,-2.8,农业,1001,A01
20210118011371,2019/12,A,ZW-CLR,或有负债比率（％）,0.4,1,5,11.8,23.8,地方森林工业,1205,null
20210118006217,2019/12,L,ZW,三、债务风险状况,,,,,,酒和饮料制造业,011502,
20210118011125,2019/12,A,YL-SCPM,盈余现金保障倍数,7.2,3.2,1,-0.3,-2.6,渔业,1004,A04
20210118003678,2019/12,A,6007,已获利息倍数,6.8,4.6,3,1.3,-1.8,化工木材非金属加工设备制造业,01110302,null
20210118005843,2019/12,M,703,总资产报酬率（％）,6.1,4.5,2.7,0.3,-3.7,电力供应业,011302,D442
20210118001622,2019/12,S,640,成本费用利润率（％）,15.8,11.6,6.5,-0.3,-14.8,化学工业,0105,B1020
20210118005304,2019/12,L,697,总资产增长率（％）,15.7,10,5.4,1.8,-7.6,电力热力燃气工业,0113,D44
20210118008374,2019/12,M,JY-TIR,技术投入比率（％）,14.4,11.7,9.3,7.1,5.5,信息技术服务业,04,I63
20210118006410,2019/12,A,662,总资产周转率（次）,2.3,1.5,0.6,0.4,0.1,纺织服装服饰业,011503,null
20210118003481,2019/12,M,602,速动比率（％）,133.4,116,74,55.3,35.3,专用设备制造业,011103,C35
20210118008153,2019/12,A,703,总资产报酬率（％）,5.9,3.4,1.7,-0.1,-2,仓储业,0306,G59
20210118001008,2019/12,A,707,带息负债比率（％）,25.6,39.9,52.7,64.9,77.9,黑色金属冶炼业,010303,C31
20210118006463,2019/12,A,BC-LJ,两金占流动资产比重（％）,22.8,32,38.4,47.5,57.8,皮革毛皮羽绒及其制品业,011504,C19
20210118002264,2019/12,A,JY,四、经营增长状况,,,,,,食品加工业,010701,
20210118008238,2019/12,M,6024,销售（营业）增长率（％）,17.6,11.4,0.6,-10.9,-21.5,仓储业,0306,G59
20210118009090,2019/12,A,6007,已获利息倍数,8.8,5.7,3.3,0.7,-3.3,机械设备、五金及电子产品批发,050202,F517
20210118006527,2019/12,A,BC,五、补充资料,,,,,,造纸及纸制品业,011506,
20210118006451,2019/12,A,602,速动比率（％）,138.6,115.6,82.1,60.3,48.8,皮革毛皮羽绒及其制品业,011504,C19
20210118008641,2019/12,A,BC-LJ,两金占流动资产比重（％）,26.1,36.4,43.3,61.7,70.5,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118007688,2019/12,S,BC-CAR,资本积累率（％）,26.9,16.7,6.2,-9,-21.9,道路运输业,0302,G54
20210118009534,2019/12,L,BC-EVAR,经济增加值率（％）,8.1,4.7,0.1,-6.4,-11.6,住宿业,0601,H61
20210118002259,2019/12,A,6007,已获利息倍数,5.9,4.2,2.9,1.3,-1.6,食品加工业,010701,C13
20210118002595,2019/12,S,6024,销售（营业）增长率（％）,18.2,9.4,1.8,-10.6,-18.8,纺织工业,0109,C17
20210118003395,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,84.9,89.4,98,103.3,109.8,轴承制造业,01110204,C345
20210118005602,2019/12,M,JY-TIR,技术投入比率（％）,1.4,0.8,0.7,0.3,0.1,火力发电业,01130101,D4411
20210118010705,2019/12,A,ZW,三、债务风险状况,,,,,,出版业,0901,
20210118005543,2019/12,A,BC-CAR,资本积累率（％）,21.2,12.8,6.3,-1.7,-11.4,火力发电业,01130101,D4411
20210118007593,2019/12,L,6016,销售（营业）利润率（％）,19.3,10.6,6.5,-1.2,-9.8,道路运输业,0302,G54
20210118000258,2019/12,S,652,存货周转率（次）,18.7,11.4,5.9,4.2,3.7,工业,01,B
20210118010795,2019/12,A,YL-SCPM,盈余现金保障倍数,7.2,4.6,1.1,-1.2,-3.6,农林牧渔业,10,A01
20210118010629,2019/12,A,6016,销售（营业）利润率（％）,22.2,12.7,5,-1.7,-6.5,汽车修理与维护服务业,0811,O8011
20210118009596,2019/12,S,BC,五、补充资料,,,,,,住宿业,0601,
20210118003194,2019/12,L,BC,五、补充资料,,,,,,通用设备制造业,011102,
20210118007010,2019/12,S,612,资产负债率（％）,32.6,40.3,47.2,65.8,73.5,房屋和土木工程建筑业,0201,null
20210118004578,2019/12,A,697,总资产增长率（％）,14.6,10.7,4.3,-4.6,-11.1,输配电及控制设备制造业,01110502,C382
20210118001547,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,80.3,88.8,95.8,103.1,114.6,化学工业,0105,B1020
20210118010604,2019/12,A,658,流动资产周转率（次）,3.6,2.5,1,0.8,0.5,市场管理服务业,0810,L7291
20210118006767,2019/12,A,703,总资产报酬率（％）,5.8,4,2.2,1.1,0.5,建筑业,02,E47
20210118009367,2019/12,A,BC-LJ,两金占流动资产比重（％）,1.4,12.8,29.7,36.1,40.9,住宿和餐饮业,06,H61
20210118000806,2019/12,A,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118004224,2019/12,A,YL,一、盈利能力状况,,,,,,自行车制造业,01110404,
20210118002724,2019/12,A,707,带息负债比率（％）,16.8,29.1,47.8,54.8,69.6,丝绢纺织业,010904,C174
20210118001055,2019/12,A,BC-CAR,资本积累率（％）,31.1,21.2,7.7,-2.1,-19,有色金属冶炼业,010304,C32
20210118000397,2019/12,A,648,净资产收益率（％）,5.8,5,3.3,0.9,-1.4,石油石化工业,0102,B07
20210118008423,2019/12,A,662,总资产周转率（次）,1.1,0.8,0.7,0.6,0.5,电信业,0401,I631
20210118004762,2019/12,M,ZC-NPAR,不良资产比率（％）,0.1,1.5,2.9,7.4,15.3,仪器仪表及文化办公用制造业,011106,null
20210118003919,2019/12,M,JY-TIR,技术投入比率（％）,3.4,2.4,1.4,1.1,0.4,交通运输设备制造业,011104,C36
20210118008015,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,74.9,89.5,97.5,102.4,112.7,航空运输业,0305,G56
20210118002686,2019/12,A,ZW,三、债务风险状况,,,,,,麻纺织业,010903,
20210118007606,2019/12,L,602,速动比率（％）,121.2,106.8,82.3,46.7,25.4,道路运输业,0302,G54
20210118005808,2019/12,L,YL,一、盈利能力状况,,,,,,电力供应业,011302,
20210118006862,2019/12,M,BC-EBITDAR,EBITDA率（％）,10,7.2,4.2,2.4,1.3,建筑业,02,E47
20210118005831,2019/12,L,6025,销售（营业）利润增长率（％）,10.4,3.3,-0.6,-10.3,-20.7,电力供应业,011302,D442
20210118000612,2019/12,M,707,带息负债比率（％）,26.5,36.6,45.4,54.8,62.6,天然原油和天然气开采业,010201,B07
20210118005753,2019/12,S,658,流动资产周转率（次）,2.3,1.5,0.8,0.4,0.2,水力发电业,01130102,D4412
20210118005324,2019/12,M,658,流动资产周转率（次）,2.9,1.9,1.2,0.3,0.2,电力热力燃气工业,0113,D44
20210118005081,2019/12,S,BC-CAR,资本积累率（％）,32.8,25.3,8.4,2.7,-18.5,电子工业,0112,C39
20210118009541,2019/12,M,YL-SCPM,盈余现金保障倍数,13.2,6.5,1.6,-1.2,-3.1,住宿业,0601,H61
20210118001690,2019/12,L,ZC,二、资产质量状况,,,,,,基础化学原料制造业,010501,
20210118000982,2019/12,A,JY-TIR,技术投入比率（％）,1.6,1.3,1.2,0.8,0.5,有色金属矿采选业,010302,"B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939"
20210118010466,2019/12,A,640,成本费用利润率（％）,10.4,6.8,4.1,2.6,0.7,地质勘查业,0806,M747
20210118009627,2019/12,A,697,总资产增长率（％）,17.5,9.9,1.4,-7,-14,餐饮业,0602,H62
20210118007113,2019/12,M,707,带息负债比率（％）,14,17.2,27,37.9,49.4,房屋建筑业,020101,E47
20210118003424,2019/12,A,JY-TIR,技术投入比率（％）,5.6,4.6,3.8,2.6,0.5,专用设备制造业,011103,C35
20210118009350,2019/12,A,658,流动资产周转率（次）,4,2.8,1.2,0.6,0.2,住宿和餐饮业,06,H61
20210118000620,2019/12,M,BC,五、补充资料,,,,,,天然原油和天然气开采业,010201,
20210118008874,2019/12,A,BC-EVAR,经济增加值率（％）,12.5,8.5,4.1,-1.1,-6.5,医药及医疗器材批发与零售,050104,F515
20210118001890,2019/12,A,650,应收账款周转率（次）,10.4,7.7,6.1,3.9,2.1,橡胶制品业,010505,C291
20210118011264,2019/12,A,658,流动资产周转率（次）,5.1,3.2,2,1.3,1,地方冶金工业,1202,null
20210118010821,2019/12,A,BC-EVAR,经济增加值率（％）,7.9,4,-0.4,-6.7,-11.7,农林牧渔业,10,A01
20210118003558,2019/12,A,652,存货周转率（次）,6.5,3.1,2,1.1,0.5,矿山冶金建筑设备制造业,01110301,null
20210118011409,2019/12,A,697,总资产增长率（％）,23.8,15.2,6.9,0.3,-4,地方食品工业,1206,null
20210118003038,2019/12,S,703,总资产报酬率（％）,10.1,6.7,3.4,0.3,-8.3,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118002426,2019/12,S,717,现金流动负债比率（％）,30.4,21.8,15.1,10.1,-3.5,烟草工业,0108,C16
20210118008977,2019/12,M,648,净资产收益率（％）,15.1,9.8,5.6,-3.9,-10.3,物资贸易,0502,F516
20210118003585,2019/12,A,6024,销售（营业）增长率（％）,34.5,22.6,11.6,1.2,-9,矿山机械制造业,0111030101,C3511
20210118008104,2019/12,M,ZW-CLR,或有负债比率（％）,2,2.3,5.6,11.3,17.6,机场,030501,G5631
20210118004575,2019/12,A,6024,销售（营业）增长率（％）,15.9,10.1,2.5,-6.9,-18.7,输配电及控制设备制造业,01110502,C382
20210118011051,2019/12,S,BC-RC,成本费用占营业总收入比重（％）,57.3,81.6,100.9,112.8,120.4,农业,1001,A01
20210118001033,2019/12,A,ZC-NPAR,不良资产比率（％）,0.2,0.8,2.8,6.6,11.4,有色金属冶炼业,010304,C32
20210118000068,2019/12,M,703,总资产报酬率（％）,7.4,5.2,3.1,-1.4,-5.9,全国国有企业,00,null
20210118006265,2019/12,M,BC-LJ,两金占流动资产比重（％）,47.9,56.3,64,71.4,77.1,酒和饮料制造业,011502,C15
20210118004801,2019/12,S,602,速动比率（％）,134.2,113.1,98.8,78,53.7,仪器仪表及文化办公用制造业,011106,null
20210118003079,2019/12,A,ZC-NPAR,不良资产比率（％）,0.2,1.8,4.7,9.5,15.3,金属制品业,011101,"C332,C333,C334,C336,C337,C338,C339"
20210118001981,2019/12,A,648,净资产收益率（％）,6.1,3.2,0.7,-6.1,-10.4,森林工业,0106,C20
20210118009285,2019/12,A,ZC-RRCA,资产现金回收率（％）,8.4,5.2,2.4,-3.3,-5.4,粮油批发与零售,050301,F511
20210118007946,2019/12,S,BC,五、补充资料,,,,,,水上运输业,0304,
20210118009160,2019/12,A,ZW-CLR,或有负债比率（％）,0.6,1.5,6.2,14.8,24.1,粮食业,0503,F511
20210118000859,2019/12,M,648,净资产收益率（％）,11,9.1,4.6,-3.2,-14.5,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118009805,2019/12,L,YL-SCPM,盈余现金保障倍数,12.5,7,0.6,0.2,-2.4,房地产开发业,0701,K7010
20210118007418,2019/12,L,BC,五、补充资料,,,,,,交通运输仓储及邮政业,03,
20210118007359,2019/12,A,YL,一、盈利能力状况,,,,,,交通运输仓储及邮政业,03,
20210118007800,2019/12,A,ZC-RRCA,资产现金回收率（％）,6.4,2.2,0.4,-4.3,-8.5,轨道交通业,030302,G5412
20210118002549,2019/12,M,662,总资产周转率（次）,1.8,1.4,1,0.6,0.3,纺织工业,0109,C17
20210118006221,2019/12,L,717,现金流动负债比率（％）,29.4,21.8,15,3.3,-10.6,酒和饮料制造业,011502,C15
20210118004653,2019/12,A,YL,一、盈利能力状况,,,,,,照明器具制造业,01110505,
20210118005416,2019/12,L,YL-SCPM,盈余现金保障倍数,7.1,4.9,2.2,0.9,0,电力生产业,011301,D441
20210118001324,2019/12,S,YL-SCPM,盈余现金保障倍数,8.6,4,1.4,-1.2,-2.6,水泥制造业,010402,C301
20210118001385,2019/12,A,BC-CAR,资本积累率（％）,48.4,26.3,9.7,-7.4,-27.9,水泥及石膏制品制造业,010403,null
20210118003995,2019/12,A,703,总资产报酬率（％）,14.3,9.1,5.1,0.5,-5.1,汽车制造业,01110402,C36
20210118000622,2019/12,M,BC-LJ,两金占流动资产比重（％）,9.8,19.9,32.2,47.1,60.3,天然原油和天然气开采业,010201,B07
20210118003006,2019/12,M,6016,销售（营业）利润率（％）,19.8,9.6,4.8,0.3,-7.1,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118010596,2019/12,A,6016,销售（营业）利润率（％）,57.4,47.3,7.3,-1.2,-4.6,市场管理服务业,0810,L7291
20210118000744,2019/12,M,707,带息负债比率（％）,27,36.4,47.7,58.1,65.6,石油加工及炼焦业,010202,C25
20210118008255,2019/12,S,640,成本费用利润率（％）,4.9,3.7,1.8,-3,-15.1,仓储业,0306,G59
20210118002525,2019/12,L,717,现金流动负债比率（％）,14.6,9.6,5.1,-1.2,-5,纺织工业,0109,C17
20210118001902,2019/12,A,6024,销售（营业）增长率（％）,13.3,6.5,-1.8,-9.2,-21.4,橡胶制品业,010505,C291
20210118009253,2019/12,S,ZW,三、债务风险状况,,,,,,粮食业,0503,
20210118011925,2019/12,A,ZC-RRCA,资产现金回收率（％）,18.8,9.9,2.1,-6.8,-23.3,地方农林牧渔业,20,null
20210118001743,2019/12,M,652,存货周转率（次）,19.7,13.9,9.8,8.1,5.9,基础化学原料制造业,010501,C261
20210118011648,2019/12,A,BC-CAR,资本积累率（％）,30.1,17.9,9,2.6,-5.7,地方水生产与供应业,1212,null
20210118008200,2019/12,L,602,速动比率（％）,100.5,71.4,44.9,20.2,17.7,仓储业,0306,G59
20210118004642,2019/12,A,JY-CPAR,资本保值增值率（％）,112.4,107.3,104.9,95.5,89,家用电器制造业,01110504,C385
20210118007740,2019/12,A,707,带息负债比率（％）,39.5,52,62.8,79,88.5,城市公共交通业,0303,G541
20210118009663,2019/12,A,652,存货周转率（次）,5.3,1.5,0.7,0.4,0.3,房地产业,07,K70
20210118004377,2019/12,S,6024,销售（营业）增长率（％）,15.9,10.2,3.2,-6.3,-14,船舶制造业,01110405,C373
20210118006350,2019/12,A,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,啤酒制造业,01150202,C1513
20210118003524,2019/12,S,BC,五、补充资料,,,,,,专用设备制造业,011103,
20210118008076,2019/12,L,697,总资产增长率（％）,13.9,10,4.7,-4.3,-12.3,机场,030501,G5631
20210118011779,2019/12,A,BC-EBITDAR,EBITDA率（％）,6.4,4.1,2.2,0.1,-1,地方批发和零售贸易业,15,null
20210118000838,2019/12,L,ZW,三、债务风险状况,,,,,,冶金工业,0103,
20210118006032,2019/12,A,BC,五、补充资料,,,,,,轻工业,0115,
20210118009423,2019/12,M,707,带息负债比率（％）,14.2,27.2,37.6,57.8,68.7,住宿和餐饮业,06,H61
20210118005977,2019/12,A,YL-SCPM,盈余现金保障倍数,7.8,4.1,1.2,0.2,-2,水生产与供应业,0114,D46
20210118004107,2019/12,S,6007,已获利息倍数,6.4,5.3,3.7,1.8,-4.5,汽车制造业,01110402,C36
20210118002458,2019/12,A,602,速动比率（％）,158.8,137.2,113.5,95.5,87.9,卷烟制造业,010801,C162
20210118010238,2019/12,L,662,总资产周转率（次）,1.4,0.7,0.4,0.3,0.2,大旅游,0804,L727
20210118004824,2019/12,A,YL-ROC,资本收益率（％）,13.1,8.6,3.8,-0.8,-13.8,通用仪器仪表制造业,01110601,C401
20210118007986,2019/12,A,YL,一、盈利能力状况,,,,,,航空运输业,0305,
20210118008001,2019/12,A,6007,已获利息倍数,5.6,3.3,2.2,1,0,航空运输业,0305,G56
20210118009319,2019/12,A,ZW,三、债务风险状况,,,,,,粮油仓储,050302,
20210118002880,2019/12,A,650,应收账款周转率（次）,10.1,7.8,5.4,3.9,2.6,化学药品制造业,011001,C2710
20210118003081,2019/12,A,ZC-RRCA,资产现金回收率（％）,9.7,6.5,2.8,-1.3,-8.1,金属制品业,011101,"C332,C333,C334,C336,C337,C338,C339"
20210118002088,2019/12,S,650,应收账款周转率（次）,15,10.1,6.8,3,0.4,森林工业,0106,C20
20210118008009,2019/12,A,6025,销售（营业）利润增长率（％）,14.8,12.4,6.5,1.5,-6.5,航空运输业,0305,G56
20210118006657,2019/12,A,697,总资产增长率（％）,15.5,7.7,2,-0.7,-5.1,其他工业,0116,null
20210118010136,2019/12,A,640,成本费用利润率（％）,15.4,9.8,7.7,2.7,-8.5,科研设计企业,0803,M73
20210118003351,2019/12,A,707,带息负债比率（％）,9,23.1,36.6,49.8,66.9,其他通用设备制造业,01110203,C343
20210118001429,2019/12,A,ZC-NPAR,不良资产比率（％）,0.9,3,4.9,9.3,9.3,平板玻璃制品业,010405,C3041
20210118003247,2019/12,S,ZW,三、债务风险状况,,,,,,通用设备制造业,011102,
20210118011666,2019/12,A,717,现金流动负债比率（％）,37.3,25.4,14,4.3,-11.7,地方轻工业,1213,null
20210118010170,2019/12,A,YL-ROC,资本收益率（％）,22.5,17.2,8.8,5.7,-1.1,工程管理服务业,080301,M7481
20210118005003,2019/12,L,JY,四、经营增长状况,,,,,,电子工业,0112,
20210118002415,2019/12,S,YL-ROC,资本收益率（％）,20.4,16.5,10.9,3.7,-6.5,烟草工业,0108,C16
20210118008680,2019/12,M,648,净资产收益率（％）,18.7,15.1,11,-0.8,-3.9,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118002078,2019/12,M,BC-CAR,资本积累率（％）,12.5,9.1,3.8,-6.1,-12.8,森林工业,0106,C20
20210118011942,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,72.3,86.2,98,106.7,116.8,地方农林牧渔业,20,null
20210118001021,2019/12,A,BC-EBITDAR,EBITDA率（％）,13.3,9.4,6.5,1.7,-2.3,黑色金属冶炼业,010303,C31
20210118002655,2019/12,A,6007,已获利息倍数,5.2,3.8,2.4,-0.3,-1.7,毛纺织业,010902,C172
20210118009016,2019/12,S,ZC,二、资产质量状况,,,,,,物资贸易,0502,
20210118003584,2019/12,A,JY,四、经营增长状况,,,,,,矿山机械制造业,0111030101,
20210118005866,2019/12,M,JY-TIR,技术投入比率（％）,0.9,0.8,0.6,0.4,0.2,电力供应业,011302,D442
20210118006963,2019/12,M,YL,一、盈利能力状况,,,,,,房屋和土木工程建筑业,0201,
20210118007027,2019/12,S,BC-EBITDAR,EBITDA率（％）,11.5,7.2,4.6,2.5,0.9,房屋和土木工程建筑业,0201,null
20210118002428,2019/12,S,ZW-CLR,或有负债比率（％）,0.1,0.7,2,5.3,7.5,烟草工业,0108,C16
20210118009296,2019/12,A,6025,销售（营业）利润增长率（％）,4.2,2.7,1,-0.6,-4.9,粮油批发与零售,050301,F511
20210118010757,2019/12,A,BC-CAR,资本积累率（％）,31.6,17.8,8.8,-8.5,-29.7,广播电影电视业,0902,R86
20210118007777,2019/12,A,JY-CPAR,资本保值增值率（％）,110.9,106.5,101.8,93.1,63.7,公共电汽车客运业,030301,G5411
20210118008351,2019/12,M,703,总资产报酬率（％）,7.4,4.2,3.2,1.4,-8.3,信息技术服务业,04,I63
20210118008728,2019/12,S,602,速动比率（％）,161,126.1,91.2,68.1,48,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118007217,2019/12,A,6025,销售（营业）利润增长率（％）,18.5,7.2,0.9,-16.2,-29,建筑安装业,0202,E49
20210118003709,2019/12,A,ZW,三、债务风险状况,,,,,,轻纺设备制造业,01110303,
20210118009202,2019/12,L,BC-LJ,两金占流动资产比重（％）,20.6,37.8,49.7,51.4,51.8,粮食业,0503,F511
20210118004229,2019/12,A,640,成本费用利润率（％）,5.7,4.8,2,-4.3,-11.7,自行车制造业,01110404,C376
20210118002497,2019/12,A,JY-CPAR,资本保值增值率（％）,108.7,105.9,102.2,97.3,93.6,纺织工业,0109,C17
20210118006787,2019/12,A,JY-CPAR,资本保值增值率（％）,117.6,112,106.3,100.2,91.1,建筑业,02,E47
20210118010547,2019/12,A,JY,四、经营增长状况,,,,,,市政公用业,0808,
20210118007933,2019/12,S,ZW,三、债务风险状况,,,,,,水上运输业,0304,
20210118008484,2019/12,A,6016,销售（营业）利润率（％）,8.1,4.6,1.3,-0.1,-3.9,批发和零售贸易业,05,F51
20210118010714,2019/12,A,JY-CPAR,资本保值增值率（％）,115.7,111.8,106.9,99.7,94.4,出版业,0901,R852
20210118002479,2019/12,A,YL-SCPM,盈余现金保障倍数,7.9,4.9,1.3,-2.2,-5,纺织工业,0109,C17
20210118007265,2019/12,M,640,成本费用利润率（％）,6.9,4.9,3.4,2.2,-1.8,建筑安装业,0202,E49
20210118006108,2019/12,S,6016,销售（营业）利润率（％）,19.5,10.9,4.5,-1.9,-9.4,轻工业,0115,null
20210118008176,2019/12,A,JY-TIR,技术投入比率（％）,0.6,0.4,0.3,0.2,0.1,仓储业,0306,G59
20210118000930,2019/12,A,YL-ROC,资本收益率（％）,11.3,7.2,0.9,-9.7,-13.1,黑色金属矿采选业,010301,B08
20210118010802,2019/12,A,658,流动资产周转率（次）,2.3,1.8,1,0.8,0.6,农林牧渔业,10,A01
20210118009910,2019/12,A,ZC-NPAR,不良资产比率（％）,0.5,1.6,2.2,5.6,16.7,物业管理业,0702,null
20210118007180,2019/12,A,ZW-CLR,或有负债比率（％）,1,2,4.7,13.4,22.6,土木工程建筑业,020102,E48
20210118005401,2019/12,A,JY-CPAR,资本保值增值率（％）,109.6,105.8,103.2,99.8,92.7,电力生产业,011301,D441
20210118009229,2019/12,M,JY-CPAR,资本保值增值率（％）,112,109.6,104.4,97.3,90.9,粮食业,0503,F511
20210118006972,2019/12,M,650,应收账款周转率（次）,9.3,5.5,2.9,1.7,0.7,房屋和土木工程建筑业,0201,null
20210118011340,2019/12,A,6024,销售（营业）增长率（％）,13.4,6.8,1.9,-6.4,-14.8,地方化学工业,1204,null
20210118005343,2019/12,M,BC-EVAR,经济增加值率（％）,8.1,5.4,1.9,-2.8,-7,电力热力燃气工业,0113,D44
20210118009214,2019/12,M,ZC,二、资产质量状况,,,,,,粮食业,0503,
20210118001109,2019/12,L,JY,四、经营增长状况,,,,,,建材工业,0104,
20210118001306,2019/12,M,ZW-CLR,或有负债比率（％）,6.2,7.3,10.5,18.7,26.5,水泥制造业,010402,C301
20210118006905,2019/12,A,662,总资产周转率（次）,1.1,0.8,0.6,0.4,0.2,房屋和土木工程建筑业,0201,null
20210118010693,2019/12,A,648,净资产收益率（％）,17.9,12.6,6.9,-1.3,-7.4,出版业,0901,R852
20210118010457,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,78.3,88,96.7,106.1,115.5,资产管理公司,080503,null
20210118000697,2019/12,L,YL-SCPM,盈余现金保障倍数,6.2,4.4,2.4,0.4,-2.6,石油加工及炼焦业,010202,C25
20210118002910,2019/12,A,YL-ROC,资本收益率（％）,21.1,14.4,8.5,-5.5,-11.1,中药材及中成药加工业,011002,C2730
20210118000334,2019/12,M,YL-SCPM,盈余现金保障倍数,7.6,2.4,0.4,-1,-2.5,煤炭工业,0101,B06
20210118011549,2019/12,A,BC-CAR,资本积累率（％）,26.2,16,7.9,-0.6,-14.7,地方汽车制造业,120901,null
20210118009561,2019/12,M,697,总资产增长率（％）,11.1,7.5,0.9,-7.5,-14.7,住宿业,0601,H61
20210118000001,2019/12,A,648,净资产收益率（％）,11.8,8.8,5.8,1.4,-9.5,全国国有企业,00,null
20210118008912,2019/12,A,703,总资产报酬率（％）,7.2,5.2,3.1,-2.8,-8.3,物资贸易,0502,F516
20210118007494,2019/12,A,6016,销售（营业）利润率（％）,15.7,8.3,1.2,-7.1,-11.8,铁路运输业,0301,G53
20210118007452,2019/12,M,652,存货周转率（次）,19.3,6.2,1.6,1,0.8,交通运输仓储及邮政业,03,G53
20210118007945,2019/12,S,JY-TIR,技术投入比率（％）,0.5,0.4,0.3,0.2,0.1,水上运输业,0304,G55
20210118000794,2019/12,A,703,总资产报酬率（％）,6.4,3.6,2.1,-1.4,-7.1,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118002048,2019/12,M,703,总资产报酬率（％）,3.9,3.2,0.3,-4.6,-8.1,森林工业,0106,C20
20210118009085,2019/12,A,ZC-NPAR,不良资产比率（％）,0.2,0.7,1.2,1.4,8.1,机械设备、五金及电子产品批发,050202,F517
20210118010337,2019/12,A,662,总资产周转率（次）,0.8,0.5,0.3,0.2,0.1,投资公司,0805,L7212
